page,paragraph,image_name
155,describe Compute set of summary statistics for Series or each DataFrame column,
155,"min, max Compute minimum and maximum values",
155,"argmin, argmax Compute index locations (integers) at which minimum or maximum value obtained, respectively",
155,"idxmin, idxmax Compute index values at which minimum or maximum value obtained, respectively",
155,quantile Compute sample quantile ranging from 0 to 1,
155,sum Sum of values,
155,mean Mean of values,
155,median Arithmetic median (50% quantile) of values,
155,mad Mean absolute deviation from mean value,
155,var Sample variance of values,
155,std Sample standard deviation of values,
155,skew Sample skewness (3rd moment) of values,
155,kurt Sample kurtosis (4th moment) of values,
155,cumsum Cumulative sum of values,
155,"cummin, cummax Cumulative minimum or maximum of values, respectively",
155,cumprod Cumulative product of values,
155,diff Compute 1st arithmetic difference (useful for time series),
155,pct_change Compute percent changes,
155,Correlation and Covariance,
155,"Some summary statistics, like correlation and covariance, are computed from pairs of arguments. Let’s consider some DataFrames of stock prices and volumes obtained from Yahoo! Finance:",
155,import pandas.io.data as web,
155,"all_data = {} for ticker in ['AAPL', 'IBM', 'MSFT', 'GOOG']:     all_data[ticker] = web.get_data_yahoo(ticker, '1/1/2000', '1/1/2010')",
155,"price = DataFrame({tic: data['Adj Close']                    for tic, data in all_data.iteritems()}) volume = DataFrame({tic: data['Volume']                     for tic, data in all_data.iteritems()})",
155,I now compute percent changes of the prices:,
155,In [209]: returns = price.pct_change(),
155,In [210]: returns.tail(),
155,Summarizing and Computing Descriptive Statistics | 139,
156,Out[210]:                  AAPL      GOOG       IBM      MSFT Date                                               2009-12-24  0.034339  0.011117  0.004420  0.002747 2009-12-28  0.012294  0.007098  0.013282  0.005479 2009-12-29 -0.011861 -0.005571 -0.003474  0.006812 2009-12-30  0.012147  0.005376  0.005468 -0.013532 2009-12-31 -0.004300 -0.004416 -0.012609 -0.015432,
156,"The  corr  method of Series computes the correlation of the overlapping, non-NA, aligned-by-index values in two Series. Relatedly,  cov  computes the covariance:",
156,In [211]: returns.MSFT.corr(returns.IBM) Out[211]: 0.49609291822168838,
156,In [212]: returns.MSFT.cov(returns.IBM) Out[212]: 0.00021600332437329015,
156,"DataFrame’s  corr  and  cov  methods, on the other hand, return a full correlation or covariance matrix as a DataFrame, respectively:",
156,In [213]: returns.corr() Out[213]:            AAPL      GOOG       IBM      MSFT AAPL  1.000000  0.470660  0.410648  0.424550 GOOG  0.470660  1.000000  0.390692  0.443334 IBM   0.410648  0.390692  1.000000  0.496093 MSFT  0.424550  0.443334  0.496093  1.000000,
156,In [214]: returns.cov() Out[214]:            AAPL      GOOG       IBM      MSFT AAPL  0.001028  0.000303  0.000252  0.000309 GOOG  0.000303  0.000580  0.000142  0.000205 IBM   0.000252  0.000142  0.000367  0.000216 MSFT  0.000309  0.000205  0.000216  0.000516,
156,"Using DataFrame’s  corrwith  method, you can compute pairwise correlations between a DataFrame’s columns or rows with another Series or DataFrame. Passing a Series returns a Series with the correlation value computed for each column:",
156,In [215]: returns.corrwith(returns.IBM) Out[215]:  AAPL    0.410648 GOOG    0.390692 IBM     1.000000 MSFT    0.496093,
156,Passing a DataFrame computes the correlations of matching column names. Here I compute correlations of percent changes with volume:,
156,In [216]: returns.corrwith(volume) Out[216]:  AAPL   -0.057461 GOOG    0.062644,
156,140 | Chapter 5:   Getting Started with pandas,
157,IBM    -0.007900 MSFT   -0.014175,
157,"Passing  axis=1  does things row-wise instead. In all cases, the data points are aligned by label before computing the correlation.",
157,"Unique Values, Value Counts, and Membership",
157,"Another class of related methods extracts information about the values contained in a one-dimensional Series. To illustrate these, consider this example:",
157,"In [217]: obj = Series(['c', 'a', 'd', 'a', 'a', 'b', 'b', 'c', 'c'])",
157,"The first function is  unique , which gives you an array of the unique values in a Series:",
157,In [218]: uniques = obj.unique(),
157,"In [219]: uniques Out[219]: array([c, a, d, b], dtype=object)",
157,"The unique values are not necessarily returned in sorted order, but could be sorted after the fact if needed ( uniques.sort() ). Relatedly,  value_counts  computes a Series con- taining value frequencies:",
157,In [220]: obj.value_counts() Out[220]:  c    3 a    3 b    2 d    1,
157,The Series is sorted by value in descending order as a convenience.  value_counts  is also available as a top-level pandas method that can be used with any array or sequence:,
157,"In [221]: pd.value_counts(obj.values, sort=False) Out[221]:  a    3 b    2 c    3 d    1",
157,"Lastly,  isin  is responsible for vectorized set membership and can be very useful in filtering a data set down to a subset of values in a Series or column in a DataFrame:",
157,"In [222]: mask = obj.isin(['b', 'c'])",
157,In [223]: mask        In [224]: obj[mask] Out[223]:             Out[224]:           0     True            0    c              1    False            5    b              2    False            6    b              3    False            7    c              4    False            8    c              5     True                                6     True                               ,
157,Summarizing and Computing Descriptive Statistics | 141,
158,7     True                                8     True,
158,See  Table 5-11  for a reference on these methods.,
158,"Table 5-11. Unique, value counts, and binning methods",
158,Method Description,
158,isin Compute boolean array indicating whether each Series value is contained in the passed sequence of values.,
158,"unique Compute array of unique values in a Series, returned in the order observed.",
158,"value_counts Return a Series containing unique values as its index and frequencies as its values, ordered count in descending order.",
158,"In some cases, you may want to compute a histogram on multiple related columns in a DataFrame. Here’s an example:",
158,"In [225]: data = DataFrame({'Qu1': [1, 3, 4, 3, 4],    .....:                   'Qu2': [2, 3, 1, 2, 3],    .....:                   'Qu3': [1, 5, 2, 4, 4]})",
158,In [226]: data Out[226]:     Qu1  Qu2  Qu3 0    1    2    1 1    3    3    5 2    4    1    2 3    3    2    4 4    4    3    4,
158,Passing  pandas.value_counts  to this DataFrame’s  apply  function gives:,
158,In [227]: result = data.apply(pd.value_counts).fillna(0),
158,In [228]: result Out[228]:     Qu1  Qu2  Qu3 1    1    1    1 2    0    2    1 3    2    2    0 4    2    0    2 5    0    0    1,
158,Handling Missing Data,
158,"Missing data is common in most data analysis applications. One of the goals in de- signing pandas was to make working with missing data as painless as possible. For example, all of the descriptive statistics on pandas objects exclude missing data as you’ve seen earlier in the chapter.",
158,142 | Chapter 5:   Getting Started with pandas,
159,pandas uses the floating point value  NaN  (Not a Number) to represent missing data in both floating as well as in non-floating point arrays. It is just used as a  sentinel  that can be easily detected:,
159,"In [229]: string_data = Series(['aardvark', 'artichoke', np.nan, 'avocado'])",
159,In [230]: string_data        In [231]: string_data.isnull() Out[230]:                    Out[231]:                      0     aardvark               0    False                     1    artichoke               1    False                     2          NaN               2     True                     3      avocado               3    False,
159,The built-in Python  None  value is also treated as NA in object arrays:,
159,In [232]: string_data[0] = None,
159,In [233]: string_data.isnull() Out[233]:  0     True 1    False 2     True 3    False,
159,"I do not claim that pandas’s NA representation is optimal, but it is simple and reason- ably consistent. It’s the best solution, with good all-around performance characteristics and a simple API, that I could concoct in the absence of a true NA data type or bit pattern in NumPy’s data types. Ongoing development work in NumPy may change this in the future.",
159,Table 5-12. NA handling methods,
159,Argument Description,
159,"dropna Filter axis labels based on whether values for each label have missing data, with varying thresholds for how much missing data to tolerate.",
159,fillna Fill in missing data with some value or using an interpolation method such as  'ffill'  or  'bfill' .,
159,isnull Return like-type object containing boolean values indicating which values are missing / NA.,
159,notnull Negation of  isnull .,
159,Filtering Out Missing Data,
159,"You have a number of options for filtering out missing data. While doing it by hand is always an option,  dropna  can be very helpful. On a Series, it returns the Series with only the non-null data and index values:",
159,In [234]: from numpy import nan as NA,
159,"In [235]: data = Series([1, NA, 3.5, NA, 7])",
159,In [236]: data.dropna() Out[236]: ,
159,Handling Missing Data | 143,
160,0    1.0 2    3.5 4    7.0,
160,"Naturally, you could have computed this yourself by boolean indexing:",
160,In [237]: data[data.notnull()] Out[237]:  0    1.0 2    3.5 4    7.0,
160,"With DataFrame objects, these are a bit more complex. You may want to drop rows or columns which are all NA or just those containing any NAs.  dropna  by default drops any row containing a missing value:",
160,"In [238]: data = DataFrame([[1., 6.5, 3.], [1., NA, NA],    .....:                   [NA, NA, NA], [NA, 6.5, 3.]])",
